resource_id	query_id	similarity_score
0	0	0.0
1	0	0.0
2	0	15.455950540958268
3	0	0.0
4	0	0.0
5	0	0.0
6	0	0.0
7	0	0.0
8	0	0.0
9	0	0.0
10	0	0.0
11	0	15.455950540958268
12	0	15.455950540958268
13	0	15.455950540958268
14	0	15.455950540958268
15	0	15.455950540958268
16	0	0.0
17	0	0.0
18	0	15.455950540958268
19	0	0.0
20	0	0.0
21	0	0.0
22	0	0.0
23	0	0.0
24	0	0.0
25	0	0.0
26	0	15.455950540958268
27	0	16.537867078825347
28	0	15.455950540958268
29	0	15.455950540958268
30	0	0.0
31	0	0.0
32	0	0.0
33	0	15.455950540958268
34	0	0.0
35	0	0.0
36	0	0.0
37	0	0.0
38	0	0.0
39	0	15.455950540958268
40	0	17.156105100463677
41	0	15.610510046367851
42	0	0.0
43	0	16.383307573415763
44	0	0.0
45	0	15.455950540958268
46	0	15.455950540958268
47	0	15.455950540958268
48	0	0.0
49	0	16.0741885625966
50	0	0.0
51	0	0.0
52	0	15.610510046367851
53	0	0.0
54	0	0.0
55	0	0.0
56	0	0.0
57	0	0.0
58	0	0.0
59	0	0.0
60	0	0.0
61	0	0.0
62	0	0.0
63	0	15.765069551777431
64	0	27.82071097372488
65	0	15.455950540958268
66	0	0.0
67	0	15.455950540958268
68	0	15.455950540958268
69	0	0.0
70	0	15.455950540958268
71	0	20.71097372488408
72	0	15.610510046367851
73	0	0.0
74	0	15.455950540958268
75	0	16.228748068006183
76	0	17.77434312210201
77	0	0.0
78	0	0.0
79	0	0.0
80	0	0.0
81	0	0.0
82	0	15.455950540958268
83	0	17.31066460587326
84	0	0.0
85	0	15.455950540958268
86	0	0.0
87	0	0.0
88	0	15.455950540958268
89	0	15.455950540958268
90	0	15.455950540958268
91	0	15.455950540958268
92	0	0.0
93	0	15.455950540958268
94	0	0.0
95	0	0.0
96	0	0.0
97	0	0.0
98	0	15.610510046367851
99	0	0.0
100	0	0.0
101	0	0.0
102	0	15.455950540958268
103	0	15.610510046367851
104	0	0.0
105	0	15.765069551777431
106	0	0.0
107	0	0.0
108	0	0.0
109	0	0.0
110	0	0.0
111	0	15.455950540958268
112	0	0.0
113	0	15.455950540958268
114	0	0.0
115	0	0.0
116	0	0.0
117	0	0.0
118	0	0.0
119	0	15.455950540958268
120	0	0.0
121	0	0.0
122	0	0.0
123	0	0.0
124	0	15.610510046367851
125	0	0.0
126	0	0.0
127	0	15.455950540958268
128	0	15.455950540958268
129	0	0.0
130	0	0.0
131	0	0.0
132	0	15.455950540958268
133	0	0.0
134	0	0.0
135	0	0.0
136	0	0.0
137	0	0.0
138	0	0.0
139	0	15.455950540958268
140	0	15.455950540958268
141	0	0.0
142	0	15.765069551777431
143	0	0.0
144	0	0.0
145	0	15.455950540958268
146	0	0.0
147	0	0.0
148	0	0.0
149	0	15.765069551777431
150	0	15.455950540958268
151	0	0.0
152	0	0.0
153	0	0.0
154	0	0.0
155	0	15.455950540958268
156	0	15.455950540958268
157	0	0.0
158	0	15.455950540958268
159	0	0.0
160	0	0.0
161	0	0.0
162	0	15.455950540958268
163	0	0.0
164	0	0.0
165	0	0.0
166	0	15.455950540958268
167	0	15.455950540958268
168	0	0.0
169	0	15.765069551777431
170	0	15.455950540958268
171	0	15.455950540958268
172	0	0.0
173	0	0.0
174	0	0.0
175	0	0.0
176	0	15.455950540958268
177	0	0.0
178	0	0.0
179	0	16.846986089644513
180	0	0.0
181	0	15.919629057187018
182	0	15.919629057187018
183	0	16.69242658423493
184	0	0.0
185	0	0.0
186	0	0.0
187	0	0.0
188	0	0.0
189	0	0.0
190	0	15.455950540958268
191	0	0.0
192	0	0.0
193	0	0.0
194	0	17.465224111282843
195	0	0.0
196	0	0.0
