resource_id	query_id	similarity_score
e001	7015	0.0
e001	7137	0.0
e001	7173	0.0
e001	7185	0.0
e001	7207	0.8620000000000001
e001	7211	0.0
e001	7216	0.0
e001	7222	0.0
e001	7242	0.0
e001	7265	0.0
e001	7326	0.0
e002	7015	0.0
e002	7044	0.0
e002	7045	0.0
e002	7072	0.0
e002	7092	0.158
e002	7111	0.158
e002	7123	0.0
e002	7137	0.0
e002	7146	0.0
e002	7167	3.132
e002	7173	0.0
e002	7174	0.0
e002	7176	0.0
e002	7185	0.0
e002	7194	0.0
e002	7197	0.0
e002	7200	0.0
e002	7205	0.0
e002	7207	0.0
e002	7211	0.0
e002	7212	0.0
e002	7215	1.264
e002	7216	0.0
e002	7222	0.0
e002	7230	0.0
e002	7235	0.0
e002	7239	0.0
e002	7242	0.0
e002	7250	0.158
e002	7261	0.0
e002	7263	0.0
e002	7265	0.0
e002	7274	0.0
e002	7293	0.0
e002	7299	0.0
e002	7303	0.0
e002	7307	0.0
e002	7320	0.0
e002	7326	0.0
e002	7328	0.0
e002	7431	0.0
e002	7441	0.0
e002	7448	0.0
e002	7486	0.0
e002	7491	0.0
e002	7501	0.0
e003	7045	0.0
e003	7111	0.0
e003	7137	0.0
e003	7146	0.0
e003	7167	0.158
e003	7174	0.0
e003	7185	0.0
e003	7207	0.316
e003	7211	1.02
e003	7212	0.0
e003	7216	0.0
e003	7222	0.0
e003	7239	0.0
e003	7242	0.0
e003	7250	0.0
e003	7263	0.0
e003	7265	0.0
e003	7307	0.0
e003	7326	0.0
e003	7486	0.0
e003	7491	0.0
e004	7044	0.0
e004	7045	0.0
e004	7072	0.0
e004	7092	0.0
e004	7111	0.0
e004	7185	0.0
e004	7194	0.0
e004	7216	0.0
e004	7236	0.158
e004	7239	0.158
e004	7441	0.0
e004	7448	0.0
e004	7486	0.0
e004	7491	0.0
e005	7015	0.0
e005	7044	0.0
e005	7045	0.0
e005	7072	0.0
e005	7111	0.0
e005	7123	0.0
e005	7146	0.0
e005	7167	2.1980000000000004
e005	7174	0.0
e005	7176	0.0
e005	7185	0.0
e005	7194	0.0
e005	7197	0.0
e005	7205	0.0
e005	7207	0.632
e005	7212	0.0
e005	7215	2.106
e005	7216	0.0
e005	7222	0.0
e005	7230	0.0
e005	7235	0.0
e005	7242	0.158
e005	7250	0.0
e005	7261	0.0
e005	7263	0.0
e005	7265	0.0
e005	7274	0.474
e005	7293	0.0
e005	7299	0.0
e005	7303	0.0
e005	7307	0.316
e005	7320	0.0
e005	7326	0.546
e005	7328	0.0
e005	7431	0.0
e005	7448	0.0
e005	7491	0.0
e005	7501	0.0
e007	7044	0.0
e007	7045	0.0
e007	7123	0.0
e007	7137	0.0
e007	7167	0.0
e007	7173	0.0
e007	7185	0.0
e007	7197	0.0
e007	7207	2.744
e007	7211	0.0
e007	7212	0.0
e007	7215	1.81
e007	7216	0.0
e007	7222	0.0
e007	7230	0.0
e007	7236	0.0
e007	7239	0.546
e007	7242	1.264
e007	7250	0.474
e007	7263	0.0
e007	7265	0.0
e007	7274	0.0
e007	7293	0.0
e007	7307	0.316
e007	7486	0.0
e008	7045	0.0
