resource_id	query_id	similarity_score
1	1	0.0
2	1	25.906735751295333
3	1	0.0
4	1	25.906735751295333
5	1	30.05181347150259
6	1	27.461139896373055
7	1	0.0
8	1	0.0
9	1	0.0
10	1	0.0
11	1	0.0
12	1	0.0
13	1	25.906735751295333
14	1	25.906735751295333
15	1	0.0
16	1	26.94300518134715
17	1	26.42487046632124
18	1	0.0
19	1	25.906735751295333
20	1	0.0
21	1	0.0
22	1	0.0
23	1	25.906735751295333
24	1	0.0
25	1	0.0
26	1	0.0
27	1	0.0
28	1	0.0
29	1	25.906735751295333
30	1	0.0
31	1	25.906735751295333
32	1	0.0
33	1	0.0
34	1	0.0
35	1	0.0
36	1	25.906735751295333
37	1	0.0
38	1	0.0
39	1	45.33678756476684
40	1	0.0
41	1	25.906735751295333
42	1	0.0
43	1	0.0
44	1	25.906735751295333
45	1	0.0
46	1	25.906735751295333
47	1	0.0
48	1	0.0
49	1	0.0
50	1	0.0
51	1	0.0
52	1	0.0
53	1	0.0
54	1	0.0
55	1	0.0
56	1	25.906735751295333
57	1	0.0
58	1	0.0
59	1	25.906735751295333
60	1	25.906735751295333
61	1	0.0
62	1	25.906735751295333
63	1	0.0
64	1	0.0
65	1	0.0
66	1	0.0
67	1	0.0
68	1	25.906735751295333
69	1	0.0
70	1	25.906735751295333
71	1	0.0
72	1	0.0
73	1	25.906735751295333
74	1	0.0
75	1	0.0
76	1	0.0
77	1	0.0
78	1	0.0
79	1	25.906735751295333
80	1	0.0
81	1	0.0
82	1	0.0
83	1	0.0
84	1	25.906735751295333
85	1	0.0
86	1	25.906735751295333
87	1	25.906735751295333
88	1	0.0
89	1	0.0
90	1	0.0
91	1	0.0
92	1	25.906735751295333
93	1	0.0
94	1	25.906735751295333
95	1	0.0
96	1	25.906735751295333
97	1	25.906735751295333
98	1	0.0
99	1	0.0
100	1	25.906735751295333
101	1	28.497409326424872
102	1	25.906735751295333
103	1	0.0
104	1	0.0
105	1	0.0
106	1	0.0
107	1	0.0
108	1	0.0
109	1	0.0
110	1	0.0
111	1	0.0
112	1	0.0
113	1	0.0
114	1	0.0
115	1	0.0
116	1	0.0
117	1	25.906735751295333
118	1	0.0
119	1	25.906735751295333
120	1	0.0
121	1	25.906735751295333
122	1	0.0
123	1	0.0
1	2	0.0
2	2	0.0
3	2	0.0
4	2	0.0
5	2	0.0
6	2	0.0
7	2	0.0
8	2	0.0
9	2	0.0
10	2	0.0
11	2	0.0
12	2	0.0
13	2	25.906735751295333
14	2	0.0
15	2	0.0
16	2	0.0
17	2	0.0
18	2	0.0
19	2	0.0
20	2	0.0
21	2	0.0
22	2	0.0
23	2	27.72020725388601
24	2	0.0
25	2	0.0
26	2	27.202072538860104
27	2	26.94300518134715
28	2	0.0
29	2	0.0
30	2	0.0
31	2	0.0
32	2	0.0
33	2	25.906735751295333
34	2	41.70984455958549
35	2	25.906735751295333
36	2	0.0
37	2	0.0
38	2	0.0
39	2	0.0
40	2	0.0
41	2	0.0
42	2	0.0
43	2	25.906735751295333
44	2	0.0
45	2	0.0
46	2	0.0
47	2	0.0
48	2	0.0
49	2	0.0
50	2	0.0
51	2	0.0
52	2	0.0
53	2	0.0
54	2	0.0
55	2	0.0
56	2	0.0
57	2	0.0
58	2	0.0
59	2	0.0
60	2	0.0
61	2	0.0
62	2	27.72020725388601
63	2	0.0
64	2	0.0
65	2	0.0
66	2	0.0
67	2	0.0
68	2	0.0
69	2	0.0
70	2	0.0
71	2	25.906735751295333
72	2	0.0
73	2	0.0
74	2	26.42487046632124
75	2	0.0
76	2	25.906735751295333
77	2	0.0
78	2	0.0
79	2	0.0
80	2	0.0
81	2	0.0
82	2	26.42487046632124
83	2	0.0
84	2	0.0
85	2	0.0
86	2	0.0
87	2	0.0
88	2	0.0
89	2	27.202072538860104
90	2	26.42487046632124
91	2	25.906735751295333
92	2	0.0
93	2	0.0
94	2	25.906735751295333
95	2	0.0
96	2	26.165803108808287
97	2	0.0
98	2	0.0
99	2	26.683937823834196
100	2	0.0
101	2	25.906735751295333
102	2	0.0
103	2	0.0
104	2	0.0
